Entité;Catégorie
different uses of lead in the cathedral Notre-Dame;MATERIAL
dry sand;MATERIAL
Dyes;MATERIAL
effect of lead-covered roof;MATERIAL
elements of the work in progress lead;MATERIAL
embossed lead;MATERIAL
fabric;MATERIAL
fabrics;MATERIAL
faced quarry block;MATERIAL
Ferrous alloys;MATERIAL
Fibre;MATERIAL
Fir;MATERIAL
firewood;MATERIAL
firewood exploitation;MATERIAL
flint fragments;MATERIAL
Forged nails;MATERIAL
fragments of brick;MATERIAL
galvanised steel;MATERIAL
geographical origin of iron armatures;MATERIAL
geographical origins of NDP woods;MATERIAL
glass;MATERIAL
glass fragments;MATERIAL
glass pieces;MATERIAL
hydrated lime;MATERIAL
ink;MATERIAL
Iron;MATERIAL
iron alloy frames;MATERIAL
iron armatures;MATERIAL
Iron ore;MATERIAL
ironwork;MATERIAL
lead;MATERIAL
lead and solder;MATERIAL
lead compounds;MATERIAL
Lead materials used for construction and renovation phases;MATERIAL
lead samples from Notre-Dame de Paris;MATERIAL
lead sheets;MATERIAL
lead supply;MATERIAL
leaded gasoline;MATERIAL
lime;MATERIAL
lime mortar;MATERIAL
lime nodules;MATERIAL
limestone;MATERIAL
limestone rocks;MATERIAL
limestone;MATERIAL
live oaks;MATERIAL
Lutetian limestone;MATERIAL
magmatic rocks fragments;MATERIAL
making of wood within the living tree;MATERIAL
markers of available stock of lead;MATERIAL
Material science;MATERIAL
material;MATERIAL
materials;MATERIAL
materials and construction techniques;MATERIAL
materials science;MATERIAL
medieval mortars;MATERIAL
medieval mortars stones;MATERIAL
metal;MATERIAL
Metallic matrix;MATERIAL
Metals;MATERIAL
micritic limestone;MATERIAL
Mild steels;MATERIAL
mixing old and new lead;MATERIAL
modern glass;MATERIAL
Modern steels;MATERIAL
mortar;MATERIAL
mortar fragments;MATERIAL
mortar mixes;MATERIAL
mortars;MATERIAL
Multi-layered fibre-composite;MATERIAL
nails;MATERIAL
Nano-fibre;MATERIAL
non-standard material;MATERIAL
non-woven fabric;MATERIAL
non-woven fabric plaster;MATERIAL
Notre Dame oaks;MATERIAL
Notre Dame woods;MATERIAL
oak;MATERIAL
Oak material;MATERIAL
oak timbers;MATERIAL
Oak trees in the Middle ages forest;MATERIAL
oak trunks;MATERIAL
oak wood;MATERIAL
Old coppices;MATERIAL
ores;MATERIAL
ores sources;MATERIAL
original source (ore);MATERIAL
original wood;MATERIAL
origins of lead;MATERIAL
paper;MATERIAL
Parisian honey;MATERIAL
plaster;MATERIAL
plaster layer;MATERIAL
plastic;MATERIAL
plastic substrate;MATERIAL
polymorph sifted alluvial sand;MATERIAL
Portion of trunk;MATERIAL
portions of wood;MATERIAL
putty;MATERIAL
quality and origin of iron;MATERIAL
quartz grains;MATERIAL
raw wood material;MATERIAL
restoration work materials;MATERIAL
rock fragments;MATERIAL
role of iron;MATERIAL
role of iron armatures in dating construction phases;MATERIAL
role of lead in Notre-Dame de Paris;MATERIAL
role of tree trunks in architectural sustainability;MATERIAL
Round wood;MATERIAL
Round-wood;MATERIAL
Round-wood splitting;MATERIAL
rubber;MATERIAL
sand;MATERIAL
sapwood rings;MATERIAL
Sawn wood;MATERIAL
Selected oak trees;MATERIAL
silicated minerals feldspars;MATERIAL
silicone;MATERIAL
Slender trees;MATERIAL
solder;MATERIAL
solvents;MATERIAL
sparitic cement;MATERIAL
specific materials lead tiles;MATERIAL
Spruce;MATERIAL
stained glass;MATERIAL
Standard dry wood;MATERIAL
Steel;MATERIAL
stock of glass;MATERIAL
stone;MATERIAL
stone blocks;MATERIAL
stones;MATERIAL
sulphated minerals pozzolan;MATERIAL
supply of new lead;MATERIAL
supply of wood;MATERIAL
support materials lead;MATERIAL
thin leads;MATERIAL
timber;MATERIAL
timbers;MATERIAL
tin;MATERIAL
tissue;MATERIAL
Tree rings;MATERIAL
Tree trunks;MATERIAL
Tyvek®;MATERIAL
US oaks;MATERIAL
use of lead for roofing in prestigious monuments;MATERIAL
use of lead to create decorative elements;MATERIAL
Use of oak trees for material needs;MATERIAL
use of old lead in roof reconstruction;MATERIAL
uses of lead;MATERIAL
water-soluble minerals;MATERIAL
Wood;MATERIAL
Wood framing construction using green wood;MATERIAL
wood knots sapwood;MATERIAL
Wood material;MATERIAL
wood portions;MATERIAL
wood supplies;MATERIAL
wooden;MATERIAL
wooden oak;MATERIAL
wooden resources;MATERIAL
woods;MATERIAL
Young trees;MATERIAL
2D image matching reprojection error;MEASURE_TYPE
accuracy estimation;MEASURE_TYPE
accuracy of reported dimensions;MEASURE_TYPE
accuracy of Viollet-le-Duc's figures;MEASURE_TYPE
accuracy verification;MEASURE_TYPE
acoustic measurements;MEASURE_TYPE
adhesion between materials;MEASURE_TYPE
ANSI/ASA S3.5-1997;MEASURE_TYPE
antropophony;MEASURE_TYPE
assessment of fire safety;MEASURE_TYPE
audio recordings;MEASURE_TYPE
biophony;MEASURE_TYPE
Building performance;MEASURE_TYPE
bundle-adjustment refinement;MEASURE_TYPE
calibration curve;MEASURE_TYPE
chemical procedure measurement;MEASURE_TYPE
circle estimation;MEASURE_TYPE
composition;MEASURE_TYPE
correlation degree;MEASURE_TYPE
curve of the arch;MEASURE_TYPE
degree of confidence in simulations;MEASURE_TYPE
degrees of freedom estimation;MEASURE_TYPE
dendrochronological measurement;MEASURE_TYPE
density measurements;MEASURE_TYPE
dimensions of each block;MEASURE_TYPE
distances;MEASURE_TYPE
DTA curve;MEASURE_TYPE
Efficiency index;MEASURE_TYPE
elastic limit stress;MEASURE_TYPE
elements measured;MEASURE_TYPE
estimates;MEASURE_TYPE
estimating deformations;MEASURE_TYPE
estimation of 5th percentile value of MOR;MEASURE_TYPE
estimation of deformations;MEASURE_TYPE
estimation of net heat flux;MEASURE_TYPE
estimation of temperature field in Cathedral stones;MEASURE_TYPE
estimation of thermal exposure;MEASURE_TYPE
estimations of lead quantity on the spire;MEASURE_TYPE
flat section;MEASURE_TYPE
flux emitted by and the rate of occurrence of supernovae;MEASURE_TYPE
geographical offsets;MEASURE_TYPE
geophony;MEASURE_TYPE
growth ring;MEASURE_TYPE
heat exchange coefficients;MEASURE_TYPE
heat flux estimation;MEASURE_TYPE
height of vaults;MEASURE_TYPE
horizontal force;MEASURE_TYPE
identification of temperature levels;MEASURE_TYPE
in situ measurements;MEASURE_TYPE
initial 14C content;MEASURE_TYPE
in-situ measurements;MEASURE_TYPE
in-situ ultrasonic measurements;MEASURE_TYPE
isotopic data;MEASURE_TYPE
isotopic measures;MEASURE_TYPE
laser measurements;MEASURE_TYPE
light;MEASURE_TYPE
local estimation errors;MEASURE_TYPE
Local grain angle;MEASURE_TYPE
Local small curves;MEASURE_TYPE
logarithmic scale;MEASURE_TYPE
manual measurements;MEASURE_TYPE
mean modulus of elasticity;MEASURE_TYPE
measurement;MEASURE_TYPE
measurements;MEASURE_TYPE
measurements fashioning;MEASURE_TYPE
mesoscopic scale;MEASURE_TYPE
metal content;MEASURE_TYPE
Moisture content;MEASURE_TYPE
multi-scale;MEASURE_TYPE
number of choirboys during the 14th and 16th centuries;MEASURE_TYPE
number of impacts;MEASURE_TYPE
perimeters;MEASURE_TYPE
photogrammetry measurements;MEASURE_TYPE
photographs quality;MEASURE_TYPE
pitch angle;MEASURE_TYPE
pore size diameter;MEASURE_TYPE
Quantity estimations;MEASURE_TYPE
range of trace element concentrations;MEASURE_TYPE
reconstructions measurement;MEASURE_TYPE
rectangle;MEASURE_TYPE
regional offsets;MEASURE_TYPE
residual 14C activity measurements;MEASURE_TYPE
restoration costs;MEASURE_TYPE
rotation estimation;MEASURE_TYPE
RSD (Relative Standard Deviation);MEASURE_TYPE
Section area;MEASURE_TYPE
size and spacing of teeth;MEASURE_TYPE
size of lead samples;MEASURE_TYPE
size of point clouds;MEASURE_TYPE
square;MEASURE_TYPE
technical dimension;MEASURE_TYPE
temperature effects;MEASURE_TYPE
temperature evolution;MEASURE_TYPE
temperature interval;MEASURE_TYPE
tensile strength;MEASURE_TYPE
TGA curve;MEASURE_TYPE
thermal gradients;MEASURE_TYPE
thermal properties measurement;MEASURE_TYPE
thickness of the joints;MEASURE_TYPE
thickness of the mortar layers;MEASURE_TYPE
thickness of the voussoirs;MEASURE_TYPE
thickness of wedges;MEASURE_TYPE
thickness variation;MEASURE_TYPE
thicknesses of the;MEASURE_TYPE
Transverse tensile;MEASURE_TYPE
tree-ring widths;MEASURE_TYPE
U/Th dating;MEASURE_TYPE
variation of horizontal force;MEASURE_TYPE
variations in 14C production;MEASURE_TYPE
volume of data;MEASURE_TYPE
volume of wood used;MEASURE_TYPE
weight of the framework;MEASURE_TYPE
weight of unmelted lead pieces;MEASURE_TYPE
weight reduction over time;MEASURE_TYPE
wood radial;MEASURE_TYPE
12 pieces;MEASURE_VALUE
1m away from the source;MEASURE_VALUE
1m distance;MEASURE_VALUE
20mm diameter core barrel;MEASURE_VALUE
61 charred pieces;MEASURE_VALUE
age-related variations in the number of sapwood rings;MEASURE_VALUE
approximation of temperature profile;MEASURE_VALUE
attendance of Notre-Dame cathedral;MEASURE_VALUE
dendrodata;MEASURE_VALUE
dimensions of lead sheets;MEASURE_VALUE
elemental concentrations;MEASURE_VALUE
higher pitched notes;MEASURE_VALUE
hundreds of thousands of images;MEASURE_VALUE
lead isotopic ratios;MEASURE_VALUE
lower pitched notes;MEASURE_VALUE
Maximum allowable beam deflexions;MEASURE_VALUE
maximum temperature gradient;MEASURE_VALUE
percentage of the roof and spire that melted;MEASURE_VALUE
PIXE spectra;MEASURE_VALUE
quantification of temperature effect on colorimetric properties;MEASURE_VALUE
quantities of metals;MEASURE_VALUE
quantity of lead used for the roof;MEASURE_VALUE
RBS spectra;MEASURE_VALUE
regional 14C signal;MEASURE_VALUE
reliable isotopic mean values;MEASURE_VALUE
residual 14C content;MEASURE_VALUE
short-term variations;MEASURE_VALUE
total mass of lead used for the spire;MEASURE_VALUE
total weight of lead used on the roof and the spire;MEASURE_VALUE
tree-ring data;MEASURE_VALUE
t-value;MEASURE_VALUE
volume of mercury injected;MEASURE_VALUE
abbey church;MONUMENT
Amiens;MONUMENT
ancient church of Sainte-Geneviève in Saint-Denis;MONUMENT
ancient theaters;MONUMENT
Azay-le Rideau castle;MONUMENT
Beauvais;MONUMENT
Beauvais cathedral;MONUMENT
bridges;MONUMENT
building;MONUMENT
buildings;MONUMENT
castle;MONUMENT
Cathedral;MONUMENT
cathedral building;MONUMENT
cathedral of Reims;MONUMENT
Cathedrals;MONUMENT
Chapel of the Virgin abbey church;MONUMENT
Chartres;MONUMENT
Chartres and Bourges cathedrals;MONUMENT
Chartres Cathedral;MONUMENT
church of Saint-Nicolas in Tournai;MONUMENT
church of Saint-Roch;MONUMENT
church of the Madeleine;MONUMENT
churches;MONUMENT
collegiate church;MONUMENT
collegiate church of Mont-Notre-Dame;MONUMENT
compartmented buildings;MONUMENT
concert halls;MONUMENT
Coventry cathedral;MONUMENT
cultural monument;MONUMENT
Eiffel Tower;MONUMENT
French cathedrals;MONUMENT
Gothic edifices;MONUMENT
Grand and Petit Palais;MONUMENT
Guadalupe chapel Notre-Dame;MONUMENT
heritage edifices;MONUMENT
heritage sites;MONUMENT
historic building;MONUMENT
historic buildings;MONUMENT
Historic Monument;MONUMENT
historic monuments;MONUMENT
Hôtel and esplanade of the Invalides;MONUMENT
Ile de la Cité;MONUMENT
landmark buildings;MONUMENT
Louvre Palace;MONUMENT
mediaeval cathedral;MONUMENT
medieval cathedrals;MONUMENT
medieval monuments;MONUMENT
Metz cathedrals;MONUMENT
monument;MONUMENT
Monuments;MONUMENT
museums sites;MONUMENT
Nantes;MONUMENT
NDP;MONUMENT
NDP Cathedral;MONUMENT
new cathedral Trémel Church;MONUMENT
new cathedral;MONUMENT
Notre Dame;MONUMENT
Notre Dame Cathedral;MONUMENT
Notre Dame de Paris;MONUMENT
Notre-Dame;MONUMENT
Notre-Dame Cathedral;MONUMENT
Notre-Dame de la Merci;MONUMENT
Notre-Dame de Paris;MONUMENT
Notre-Dame de Paris cathedral;MONUMENT
Palais de Chaillot;MONUMENT
Palais du Louvre;MONUMENT
Paris rives de Seine;MONUMENT
peace monument;MONUMENT
pioneering buildings RAMAN technique;MONUMENT
Prestigious monuments;MONUMENT
Reims;MONUMENT
restored building;MONUMENT
Rheims Cathedral;MONUMENT
Saint Éloi chapel;MONUMENT
Saint Peter and Saint Paul Cathedral;MONUMENT
Sainte-Chapelle;MONUMENT
Sainte-Chapelle Notre-Dame;MONUMENT
Saint-Ferdinand chapel;MONUMENT
Saint-Germain-des-Prés abbey;MONUMENT
Saint-Paul cathedral in Liege;MONUMENT
Soissons Cathedral;MONUMENT
spire;MONUMENT
towers;MONUMENT
Trémel Church;MONUMENT
Alcohol barrels;OBJECT_TYPE
archaeological clues;OBJECT_TYPE
archaeological evidence;OBJECT_TYPE
archaeological findings;OBJECT_TYPE
archaeological remains;OBJECT_TYPE
architectural drawings;OBJECT_TYPE
Archive records;OBJECT_TYPE
artefacts;OBJECT_TYPE
bags of debris;OBJECT_TYPE
CAD drawings;OBJECT_TYPE
Christ in Glory in the Tetramorph;OBJECT_TYPE
Christ of the Apocalypse;OBJECT_TYPE
chronologically sampled pieces;OBJECT_TYPE
Clear-wood specimens;OBJECT_TYPE
clock and bell fragments;OBJECT_TYPE
coat of arms;OBJECT_TYPE
coats of arms;OBJECT_TYPE
collections;OBJECT_TYPE
contemporary stained glass;OBJECT_TYPE
Cores;OBJECT_TYPE
cross;OBJECT_TYPE
cultural heritage object;OBJECT_TYPE
cylindrical samples;OBJECT_TYPE
datasets;OBJECT_TYPE
decorations;OBJECT_TYPE
Decorations from the spire;OBJECT_TYPE
demonstration videos;OBJECT_TYPE
dendrochronological samples;OBJECT_TYPE
dendrochronology samples;OBJECT_TYPE
digital record;OBJECT_TYPE
documents;OBJECT_TYPE
documents and objects related to the cathedral;OBJECT_TYPE
drawing;OBJECT_TYPE
drawings;OBJECT_TYPE
dust samples;OBJECT_TYPE
emblems of the Virgin Mary;OBJECT_TYPE
engineering drawings;OBJECT_TYPE
engraving by Jean Marot;OBJECT_TYPE
engravings;OBJECT_TYPE
exhibitions;OBJECT_TYPE
figurative panels;OBJECT_TYPE
figures;OBJECT_TYPE
films;OBJECT_TYPE
fleur-de-lys;OBJECT_TYPE
Flight into Egypt;OBJECT_TYPE
graph paper;OBJECT_TYPE
Greek cross;OBJECT_TYPE
ground sample;OBJECT_TYPE
heritage collections;OBJECT_TYPE
heritage items;OBJECT_TYPE
heritage object;OBJECT_TYPE
heritage objects;OBJECT_TYPE
Holy Scriptures;OBJECT_TYPE
imaginary sounds;OBJECT_TYPE
indoor dust samples;OBJECT_TYPE
Judgement of Salomon;OBJECT_TYPE
Labours of the Months;OBJECT_TYPE
large sets of samples;OBJECT_TYPE
lasergrammetric datasets;OBJECT_TYPE
Lead ornaments;OBJECT_TYPE
lead samples;OBJECT_TYPE
Life of st Matthew;OBJECT_TYPE
limestone cores;OBJECT_TYPE
Long straight cylinder;OBJECT_TYPE
marking crosses;OBJECT_TYPE
mays;OBJECT_TYPE
medals;OBJECT_TYPE
medieval stained glass;OBJECT_TYPE
metallic items;OBJECT_TYPE
miniatures;OBJECT_TYPE
models;OBJECT_TYPE
monumental object;OBJECT_TYPE
mortar samples;OBJECT_TYPE
mortar-block;OBJECT_TYPE
movable objects;OBJECT_TYPE
Old Testament;OBJECT_TYPE
online videos;OBJECT_TYPE
Ornamental elements;OBJECT_TYPE
ornamental panels;OBJECT_TYPE
ornaments;OBJECT_TYPE
ortho-images inventory;OBJECT_TYPE
paintings;OBJECT_TYPE
panel of references;OBJECT_TYPE
photographs;OBJECT_TYPE
phylacteries;OBJECT_TYPE
plan;OBJECT_TYPE
plans;OBJECT_TYPE
poems;OBJECT_TYPE
polluted samples;OBJECT_TYPE
prints;OBJECT_TYPE
prismatic samples;OBJECT_TYPE
protective elements;OBJECT_TYPE
psychomachia;OBJECT_TYPE
roofing decor;OBJECT_TYPE
rubble samples;OBJECT_TYPE
sample;OBJECT_TYPE
samples;OBJECT_TYPE
scenes of the Antichrist;OBJECT_TYPE
sculptures;OBJECT_TYPE
simulation;OBJECT_TYPE
slices;OBJECT_TYPE
slide shows;OBJECT_TYPE
solid sample;OBJECT_TYPE
songs;OBJECT_TYPE
sound recordings;OBJECT_TYPE
sounds;OBJECT_TYPE
Stained glass panels;OBJECT_TYPE
standard samples;OBJECT_TYPE
study collection;OBJECT_TYPE
tapestry;OBJECT_TYPE
targeted samples;OBJECT_TYPE
technical drawings;OBJECT_TYPE
The Dream of Pharaoh;OBJECT_TYPE
timber building;OBJECT_TYPE
tree of Jesse;OBJECT_TYPE
usage and design of eagle lecterns in Notre-Dame de Paris;OBJECT_TYPE
vertical glass panels;OBJECT_TYPE
videography photographic portfolio;OBJECT_TYPE
videos;OBJECT_TYPE
Villard de Honnecourt’s sketchbook;OBJECT_TYPE
Virgin;OBJECT_TYPE
Wine barrels;OBJECT_TYPE
wood samples;OBJECT_TYPE
wood sections;OBJECT_TYPE
works of visual artists;OBJECT_TYPE
zodiac signs;OBJECT_TYPE
archaeological research;PROJECTS
Archaeological study;PROJECTS
art historical research;PROJECTS
Basic research;PROJECTS
Bretez project;PROJECTS
CASIMODO project;PROJECTS
chantier scientifique Notre-Dame CNRS/MC;PROJECTS
development historically informed soundscapes;PROJECTS
Digital Collaboratory for Cultural Dendrochronology;PROJECTS
digital restitution project;PROJECTS
ethnographic project;PROJECTS
Historical and typological study;PROJECTS
improvement of technological knowledge;PROJECTS
Interdisciplinary research;PROJECTS
long-term research;PROJECTS
Mission Tour Eiffel-Notre-Dame;PROJECTS
Notre Dame scientific project;PROJECTS
project PHE;PROJECTS
project PHEND  Notre-Dame;PROJECTS
research;PROJECTS
research and restoration projects;PROJECTS
research projects;PROJECTS
Restoration planned in 2022;PROJECTS
restoration project;PROJECTS
scientific project community;PROJECTS
Study;PROJECTS
Very large research;PROJECTS
Wooden frame research;PROJECTS
across positions in the cathedral;RELATION_SPAT
between the stone and the mortar;RELATION_SPAT
Both sides of the choir near the transept;RELATION_SPAT
camera positioning;RELATION_SPAT
center;RELATION_SPAT
close environment;RELATION_SPAT
contemporaneity of different structures;RELATION_SPAT
corner;RELATION_SPAT
dedicated location;RELATION_SPAT
direction of strike;RELATION_SPAT
discovery location;RELATION_SPAT
discrete positions;RELATION_SPAT
displacement;RELATION_SPAT
east end;RELATION_SPAT
edges;RELATION_SPAT
exterior;RELATION_SPAT
field data - location of the dendro-samples;RELATION_SPAT
ground geometry;RELATION_SPAT
hierarchical and associative relationships;RELATION_SPAT
Inner and northern parts of the choir and the nave;RELATION_SPAT
interconnection;RELATION_SPAT
internal alignment;RELATION_SPAT
locating in the original framework;RELATION_SPAT
location;RELATION_SPAT
mainly located in the transept;RELATION_SPAT
nave-end;RELATION_SPAT
North and south sides;RELATION_SPAT
northern side;RELATION_SPAT
original positions;RELATION_SPAT
outer and eastern part in the choir and the southern part of the nave;RELATION_SPAT
position and thickness of the joints;RELATION_SPAT
positioning;RELATION_SPAT
relationship between structures;RELATION_SPAT
relocation;RELATION_SPAT
sampling sites ;RELATION_SPAT
secure place outside cathedral site original location;RELATION_SPAT
spatial criteria;RELATION_SPAT
spatial discrepancy;RELATION_SPAT
spatial distribution;RELATION_SPAT
spatial reference;RELATION_SPAT
summit;RELATION_SPAT
Supply zone;RELATION_SPAT
symmetrical blocks;RELATION_SPAT
Transversal directions;RELATION_SPAT
upper parts;RELATION_SPAT
urban environments;RELATION_SPAT
West and east sides;RELATION_SPAT
west to east;RELATION_SPAT
zones of discontinuity;RELATION_SPAT
18th-century restoration;RESTORATION_EVENT
19th-century renovation;RESTORATION_EVENT
ancient restorations;RESTORATION_EVENT
archaeological excavations;RESTORATION_EVENT
archaeological operation;RESTORATION_EVENT
Archaeological work;RESTORATION_EVENT
building and restorations of the cathedral;RESTORATION_EVENT
cathedral restoration;RESTORATION_EVENT
cleaning tools;RESTORATION_EVENT
conservation;RESTORATION_EVENT
conserving;RESTORATION_EVENT
debris removal;RESTORATION_EVENT
debris retrieval;RESTORATION_EVENT
emergency process;RESTORATION_EVENT
emergency work evacuation of collections;RESTORATION_EVENT
entirely rebuilt;RESTORATION_EVENT
evacuating;RESTORATION_EVENT
evacuation of artworks;RESTORATION_EVENT
Excavation;RESTORATION_EVENT
future preservation;RESTORATION_EVENT
heritage preservation;RESTORATION_EVENT
heritage reconstruction;RESTORATION_EVENT
heritage restoration;RESTORATION_EVENT
installation of pews vocal productions;RESTORATION_EVENT
installation of rose;RESTORATION_EVENT
installation of scaffolding;RESTORATION_EVENT
installation of the Mays;RESTORATION_EVENT
maintenance;RESTORATION_EVENT
meaning of restoration;RESTORATION_EVENT
mechanical maintenance;RESTORATION_EVENT
monument conservation;RESTORATION_EVENT
musical productions preservation;RESTORATION_EVENT
phased repairs;RESTORATION_EVENT
Point counting analyses;RESTORATION_EVENT
practical workshops;RESTORATION_EVENT
preservation;RESTORATION_EVENT
preservation of the vaults;RESTORATION_EVENT
problems of preservation;RESTORATION_EVENT
rebuilding;RESTORATION_EVENT
rebuilding of the transept crossing vault;RESTORATION_EVENT
reconstruction;RESTORATION_EVENT
reconstruction of church;RESTORATION_EVENT
Reconstruction of timber frame;RESTORATION_EVENT
reconstruction process;RESTORATION_EVENT
refurbishments;RESTORATION_EVENT
renovation of the roof in the 18th century;RESTORATION_EVENT
Renovation phase Restoration planned in 2022;RESTORATION_EVENT
repair;RESTORATION_EVENT
repair operations;RESTORATION_EVENT
repairs;RESTORATION_EVENT
reparations;RESTORATION_EVENT
replacements;RESTORATION_EVENT
restitution;RESTORATION_EVENT
restitution work;RESTORATION_EVENT
restoration and reconstruction;RESTORATION_EVENT
restoration campaigns;RESTORATION_EVENT
restoration of the cathedral;RESTORATION_EVENT
restoration of the roof by Viollet-le-Duc;RESTORATION_EVENT
restoration process;RESTORATION_EVENT
restoration replacement;RESTORATION_EVENT
restoration repositioning;RESTORATION_EVENT
restoration work;RESTORATION_EVENT
restoration works roofing;RESTORATION_EVENT
restoration;RESTORATION_EVENT
restorations;RESTORATION_EVENT
restore;RESTORATION_EVENT
restored during the 20th century;RESTORATION_EVENT
roof renovation;RESTORATION_EVENT
securing of the cathedral;RESTORATION_EVENT
stabilization of the structures;RESTORATION_EVENT
successive interventions;RESTORATION_EVENT
transformations;RESTORATION_EVENT
upkeep of the roof in medieval and early modern periods;RESTORATION_EVENT
actions taken;RESTORATION_TECH
anastylosis;RESTORATION_TECH
architect's tools;RESTORATION_TECH
architectural and engineering practice;RESTORATION_TECH
Artisanal knowledge and know-how 800 years ago in France;RESTORATION_TECH
assembly techniques;RESTORATION_TECH
axe-adze;RESTORATION_TECH
axonometer;RESTORATION_TECH
big bags;RESTORATION_TECH
brushing;RESTORATION_TECH
bucket;RESTORATION_TECH
building techniques;RESTORATION_TECH
building techniques renovation;RESTORATION_TECH
carpenter’s “tool”;RESTORATION_TECH
carpentry;RESTORATION_TECH
Carpentry competence;RESTORATION_TECH
carpentry techniques management;RESTORATION_TECH
casing system;RESTORATION_TECH
Chains Consolidating;RESTORATION_TECH
chisel;RESTORATION_TECH
civil engineering;RESTORATION_TECH
cleaning;RESTORATION_TECH
cleaning of the remains;RESTORATION_TECH
cleaning procedures;RESTORATION_TECH
cleaning process;RESTORATION_TECH
cleaning tests;RESTORATION_TECH
conservation;RESTORATION_TECH
conservation operations;RESTORATION_TECH
conservation practices;RESTORATION_TECH
conservation procedures;RESTORATION_TECH
conservation-restoration treatment;RESTORATION_TECH
conservation-restoration treatments;RESTORATION_TECH
consolidate;RESTORATION_TECH
consolidation;RESTORATION_TECH
consolidations;RESTORATION_TECH
construction engineering;RESTORATION_TECH
construction methods;RESTORATION_TECH
construction techniques;RESTORATION_TECH
cut;RESTORATION_TECH
cutting forms;RESTORATION_TECH
Cutting operation;RESTORATION_TECH
decontamination;RESTORATION_TECH
decontamination methods;RESTORATION_TECH
decontamination procedures;RESTORATION_TECH
decontamination protocol;RESTORATION_TECH
decontamination protocols;RESTORATION_TECH
Design of timber structures;RESTORATION_TECH
development of decontamination protocols;RESTORATION_TECH
diamond saw;RESTORATION_TECH
different techniques;RESTORATION_TECH
digital anastylosis;RESTORATION_TECH
dry-mounting;RESTORATION_TECH
evolution of construction techniques;RESTORATION_TECH
evolution of practices;RESTORATION_TECH
fire safety;RESTORATION_TECH
fire safety solutions;RESTORATION_TECH
fragility reduction;RESTORATION_TECH
glass painting;RESTORATION_TECH
Glass work;RESTORATION_TECH
heritage building preservation;RESTORATION_TECH
heritage conservation;RESTORATION_TECH
hoists;RESTORATION_TECH
hypothesis of reuse;RESTORATION_TECH
improvement of emergency protocols;RESTORATION_TECH
intervention strategies;RESTORATION_TECH
joinery techniques;RESTORATION_TECH
knocker;RESTORATION_TECH
lifts;RESTORATION_TECH
long-term preservation;RESTORATION_TECH
machined bolted rods;RESTORATION_TECH
manufacturing technique;RESTORATION_TECH
masonry;RESTORATION_TECH
Masonry Reinforcement;RESTORATION_TECH
Material selection;RESTORATION_TECH
mending methods;RESTORATION_TECH
Minimizing weight for a given stiffness;RESTORATION_TECH
models of reconstruction;RESTORATION_TECH
Modification;RESTORATION_TECH
monument yard practices;RESTORATION_TECH
NIRS technique Recycling;RESTORATION_TECH
onsite decontamination;RESTORATION_TECH
optimisation of restoration methods;RESTORATION_TECH
outdoor weathering lead recycling;RESTORATION_TECH
painting techniques architecture;RESTORATION_TECH
painting;RESTORATION_TECH
pioneering tools and techniques for heritage conservation;RESTORATION_TECH
plumbers’ practices;RESTORATION_TECH
poultice application;RESTORATION_TECH
poultices;RESTORATION_TECH
practices regarding lead recycling;RESTORATION_TECH
pumbling;RESTORATION_TECH
putting the fallen voussoirs back in their original positions;RESTORATION_TECH
re-casting;RESTORATION_TECH
reconstruction techniques;RESTORATION_TECH
recycling practices;RESTORATION_TECH
Reinforcement of Masonry;RESTORATION_TECH
rejuvenation of working methods;RESTORATION_TECH
removal procedures;RESTORATION_TECH
replacement stones;RESTORATION_TECH
reproducing the exact curves of the pointed arch;RESTORATION_TECH
restitution;RESTORATION_TECH
restoration;RESTORATION_TECH
Restoration of Notre-Dame;RESTORATION_TECH
restoration operations;RESTORATION_TECH
restoration protocol;RESTORATION_TECH
restoration protocols;RESTORATION_TECH
restoration techniques;RESTORATION_TECH
restoration work;RESTORATION_TECH
restorations;RESTORATION_TECH
reuse;RESTORATION_TECH
rolling pattern between adjacent sheets;RESTORATION_TECH
safety measures;RESTORATION_TECH
safety nets;RESTORATION_TECH
Sawing process;RESTORATION_TECH
Sawing;RESTORATION_TECH
scaffolding adjustments;RESTORATION_TECH
soundproofing of the two towers;RESTORATION_TECH
Squaring;RESTORATION_TECH
stabilize;RESTORATION_TECH
stereotomy;RESTORATION_TECH
stone cutting techniques;RESTORATION_TECH
stone masonry;RESTORATION_TECH
stonework;RESTORATION_TECH
structural engineering;RESTORATION_TECH
technique used in decorative crestings;RESTORATION_TECH
techniques of implementation;RESTORATION_TECH
technological characteristics;RESTORATION_TECH
technological signature;RESTORATION_TECH
Timber engineering;RESTORATION_TECH
traditional techniques;RESTORATION_TECH
treatment of the sound sources;RESTORATION_TECH
treatment protocols characterisation;RESTORATION_TECH
vacuuming;RESTORATION_TECH
virtual anastylosis;RESTORATION_TECH
virtual reconstruction;RESTORATION_TECH
waterproofing;RESTORATION_TECH
Wood engineering;RESTORATION_TECH
wood resource management;RESTORATION_TECH
Woodworking;RESTORATION_TECH
