Entité;Catégorie;Entité_FR
revisions of dendrochronological results;ANALYSIS_METHOD;révisions des résultats dendrochronologiques
rheology;ANALYSIS_METHOD;rhéologie
rigid registration;ANALYSIS_METHOD;enregistrement rigide
room acoustics;ANALYSIS_METHOD;acoustique d'ambiance
rotating crack model;ANALYSIS_METHOD;modèle de fissure rotative
sample preparation;ANALYSIS_METHOD;préparation d'échantillon
sample selection;ANALYSIS_METHOD;sélection d'échantillon
sampling campaign;ANALYSIS_METHOD;campagne de prélèvement
sampling campaigns collated;ANALYSIS_METHOD;campagnes de prélèvement compilées
sampling technique;ANALYSIS_METHOD;technique de prélèvement
sampling;ANALYSIS_METHOD;prélèvement
scaled model;ANALYSIS_METHOD;modèle à l'échelle
scaling up to large configurations;ANALYSIS_METHOD;mise à l'échelle pour des configurations importantes
scan;ANALYSIS_METHOD;balayage
Science protocol historical;ANALYSIS_METHOD;protocole scientifique historique
scientific analysis;ANALYSIS_METHOD;analyse scientifique
scientific characterisation;ANALYSIS_METHOD;caractérisation scientifique
Scientific investigation;ANALYSIS_METHOD;enquête scientifique
scientific or pragmatic protocols;ANALYSIS_METHOD;protocoles scientifiques ou pragmatiques
search for evidence clearing;ANALYSIS_METHOD;recherche de preuves d'éclaircissement
searching for variations in 14C production;ANALYSIS_METHOD;recherche de variations dans la production de 14C
Sectioning;ANALYSIS_METHOD;sectionnement
SEM-EDS analysis;ANALYSIS_METHOD;analyse SEM-EDS
sensitivity analyses;ANALYSIS_METHOD;analyses de sensibilité
sensitivity studies;ANALYSIS_METHOD;études de sensibilité
setting constraints on the flux emitted by and the rate of occurrence of supernovae;ANALYSIS_METHOD;établissement de contraintes sur le flux émis par et la fréquence d'occurrence des supernovae
setting constraints replicate;ANALYSIS_METHOD;réplication de l'établissement de contraintes
signal processing;ANALYSIS_METHOD;traitement du signal
singer directivity pattern;ANALYSIS_METHOD;patron de directivité du chanteur
site chronology;ANALYSIS_METHOD;chronologie du site
socio-technical ecosystem;ANALYSIS_METHOD;écosystème socio-technique
sorting;ANALYSIS_METHOD;tri
sorting process;ANALYSIS_METHOD;processus de tri
sound analysis;ANALYSIS_METHOD;analyse sonore
sound interactions;ANALYSIS_METHOD;interactions sonores
soundscape;ANALYSIS_METHOD;paysage sonore
spatial analysis;ANALYSIS_METHOD;analyse spatiale
specific study;ANALYSIS_METHOD;étude spécifique
spectrometry analysis;ANALYSIS_METHOD;analyse par spectrométrie
spectroscopy;ANALYSIS_METHOD;spectroscopie
spectroscopy (LIBS);ANALYSIS_METHOD;spectroscopie (LIBS)
Spectroscopy Modelling;ANALYSIS_METHOD;modélisation de spectroscopie
Spectroscopy;ANALYSIS_METHOD;spectroscopie
State of art;ANALYSIS_METHOD;état de l'art
statistical analysis;ANALYSIS_METHOD;analyse statistique
statistical treatment;ANALYSIS_METHOD;traitement statistique
statistics;ANALYSIS_METHOD;statistiques
stoichiometry;ANALYSIS_METHOD;stœchiométrie
stone marks;ANALYSIS_METHOD;marques sur la pierre
stratigraphic study;ANALYSIS_METHOD;étude stratigraphique
stratigraphic study moulding;ANALYSIS_METHOD;moulage pour étude stratigraphique
stratigraphy;ANALYSIS_METHOD;stratigraphie
structural diagnosis;ANALYSIS_METHOD;diagnostic structurel
structural diagnostic support;ANALYSIS_METHOD;soutien au diagnostic structurel
structural mechanics;ANALYSIS_METHOD;mécanique des structures
structural scale modelling strategies for masonry;ANALYSIS_METHOD;stratégies de modélisation à l'échelle structurelle pour la maçonnerie
structural simulations;ANALYSIS_METHOD;simulations structurelles
Structural testing;ANALYSIS_METHOD;essais structurels
structure stability assessment;ANALYSIS_METHOD;évaluation de la stabilité des structures
studies;ANALYSIS_METHOD;études
Study;ANALYSIS_METHOD;étude
study of wooden framework;ANALYSIS_METHOD;étude du cadre en bois
sub-optimal inputs exploration;ANALYSIS_METHOD;exploration d'entrées sous-optimales
surface deposits characterisation;ANALYSIS_METHOD;caractérisation des dépôts de surface
surface temperature updating;ANALYSIS_METHOD;mise à jour de la température de surface
survey;ANALYSIS_METHOD;levé
survey conducted by Voix Publics;ANALYSIS_METHOD;levé effectué par Voix Publics
survey method;ANALYSIS_METHOD;méthode de levé
surveys;ANALYSIS_METHOD;levés
systematic photographs;ANALYSIS_METHOD;photographies systématiques
technical marks;ANALYSIS_METHOD;marques techniques
technical study;ANALYSIS_METHOD;étude technique
teeth marks;ANALYSIS_METHOD;traces de dents
temperature analysis;ANALYSIS_METHOD;analyse des températures
temperature profile comparison;ANALYSIS_METHOD;comparaison des profils thermiques
Temperatures Analysis;ANALYSIS_METHOD;Analyse des températures
temporal comparison;ANALYSIS_METHOD;comparaison temporelle
Tensile tests;ANALYSIS_METHOD;essais de traction
terminological and ontological frameworks;ANALYSIS_METHOD;cadres terminologiques et ontologiques
test;ANALYSIS_METHOD;test
testing;ANALYSIS_METHOD;essai
tests;ANALYSIS_METHOD;tests
textual analysis;ANALYSIS_METHOD;analyse textuelle
textual sources analysis;ANALYSIS_METHOD;analyse des sources textuelles
TGA;ANALYSIS_METHOD;ATG
thermal analyses study;ANALYSIS_METHOD;étude d'analyses thermiques
thermal analyses;ANALYSIS_METHOD;analyses thermiques
thermal analysis;ANALYSIS_METHOD;analyse thermique
thermal engineering;ANALYSIS_METHOD;ingénierie thermique
thermal simulation;ANALYSIS_METHOD;simulation thermique
thermal simulations average luminosities spherical caps;ANALYSIS_METHOD;thermal simulations average luminosities spherical caps
Thermogravimetric Analysis (TGA);ANALYSIS_METHOD;Analyse Thermogravimétrique (ATG)
thermomechanical processes;ANALYSIS_METHOD;processus thermomécaniques
tie points;ANALYSIS_METHOD;points d'ancrage
tool blade sliding;ANALYSIS_METHOD;glissement de la lame d'outil
tools study;ANALYSIS_METHOD;étude des outils
topographic surveys;ANALYSIS_METHOD;levés topographiques
Trace element Analysis;ANALYSIS_METHOD;analyse des éléments traces
trace elements concentrations based separation;ANALYSIS_METHOD;séparation basée sur les concentrations des éléments traces
trans-disciplinary approach;ANALYSIS_METHOD;approche transdisciplinaire
transversal approach;ANALYSIS_METHOD;approche transversale
treatment of the sound sources;ANALYSIS_METHOD;traitement des sources sonores
trialing;ANALYSIS_METHOD;essais
typo-chronology;ANALYSIS_METHOD;typochronologie
Typology analysis;ANALYSIS_METHOD;analyse typologique
ultrasound techniques;ANALYSIS_METHOD;techniques ultrasonores
Ultrasound techniques;ANALYSIS_METHOD;techniques ultrasonores
U-Mann Whitney;ANALYSIS_METHOD;U de Mann-Whitney
understanding interaction;ANALYSIS_METHOD;compréhension des interactions
validation of numerical analyses;ANALYSIS_METHOD;validation des analyses numériques
validation of theories;ANALYSIS_METHOD;validation des théories
validation scenario;ANALYSIS_METHOD;scénario de validation
varve counting;ANALYSIS_METHOD;comptage des varves
verification;ANALYSIS_METHOD;vérification
verification of the consistency of the scene;ANALYSIS_METHOD;vérification de la cohérence de la scène
Vibration techniques;ANALYSIS_METHOD;techniques de vibration
visual comparative analysis;ANALYSIS_METHOD;analyse visuelle comparative
visual correlation 2.5D representations;ANALYSIS_METHOD;corrélation visuelle des représentations 2.5D
visual inspection;ANALYSIS_METHOD;inspection visuelle
Weld inspections;ANALYSIS_METHOD;inspections de soudure
wet sampling;ANALYSIS_METHOD;prélèvements humides
wiggle matching;ANALYSIS_METHOD;appariement des oscillations
wood engineering;ANALYSIS_METHOD;ingénierie du bois
Wood mechanics;ANALYSIS_METHOD;mécanique du bois
workflow synthesis;ANALYSIS_METHOD;synthèse du flux de travail
working hypothesis;ANALYSIS_METHOD;hypothèse de travail
written sources analysis;ANALYSIS_METHOD;analyse des sources écrites
X-ray analyses;ANALYSIS_METHOD;analyses par rayons X
X-ray diffraction;ANALYSIS_METHOD;diffraction des rayons X
X-ray fluorescence (XRF) using a Brüker® S4Explorer;ANALYSIS_METHOD;fluorescence des rayons X (FDR) utilisant un Brüker® S4Explorer
X-ray fluorescence spectrometry;ANALYSIS_METHOD;spectrométrie de fluorescence des rayons X
X-Ray tomography;ANALYSIS_METHOD;tomographie par rayons X
X-Ray tomography modelling;ANALYSIS_METHOD;modélisation de la tomographie par rayons X
XRF;ANALYSIS_METHOD;FDR
XRF analysis;ANALYSIS_METHOD;analyse FDR
XRF chemical compositions;ANALYSIS_METHOD;compositions chimiques FDR
Yield design theory working point analysis;ANALYSIS_METHOD;analyse du point de travail selon la théorie de la conception à la rupture
19th century roof and spire;ARCH_ELEMENT;toit et flèche du 19e siècle
19th century roof;ARCH_ELEMENT;toit du 19e siècle
19th-century panel;ARCH_ELEMENT;panneau du 19e siècle
abutments;ARCH_ELEMENT;contreforts
altar;ARCH_ELEMENT;autel
ambulatory;ARCH_ELEMENT;déambulatoire
ancient framed;ARCH_ELEMENT;cadre ancien
ancient stained glass;ARCH_ELEMENT;vitrail ancien
angle rolls;ARCH_ELEMENT;rouleaux d'angles
apse;ARCH_ELEMENT;abside
apse circle;ARCH_ELEMENT;cercle de l'abside
apsidal hips frame;ARCH_ELEMENT;cadre des contreforts de l'abside
Arcades;ARCH_ELEMENT;arcades
arch;ARCH_ELEMENT;arc
arch stones;ARCH_ELEMENT;pierres d'arc
arch vestiges;ARCH_ELEMENT;vestiges d'arc
arches;ARCH_ELEMENT;arcs
armatures;ARCH_ELEMENT;armatures
arms of the transept spans;ARCH_ELEMENT;bras des travées du transept
art works;ARCH_ELEMENT;œuvres d'art
articulation of structures;ARCH_ELEMENT;articulation des structures
articulations;ARCH_ELEMENT;articulations
assembly items;ARCH_ELEMENT;éléments de montage
attic;ARCH_ELEMENT;combles
Axe-hewn logs;ARCH_ELEMENT;bûches équarries à la hache
barbs;ARCH_ELEMENT;contreforts
Barrels;ARCH_ELEMENT;voûtes en barillet
bases;ARCH_ELEMENT;bases
battens;ARCH_ELEMENT;lattes
Bay mullions;ARCH_ELEMENT;meneaux de baie
bay;ARCH_ELEMENT;baie
bays 107 & 109;ARCH_ELEMENT;baies 107 et 109
bays;ARCH_ELEMENT;baies
beam;ARCH_ELEMENT;poutre
Beams;ARCH_ELEMENT;Poutres
blocks;ARCH_ELEMENT;blocs
bracing;ARCH_ELEMENT;ébrasement
bridges;ARCH_ELEMENT;ponts
building;ARCH_ELEMENT;édifice
building stones;ARCH_ELEMENT;pierres de construction
buttresses;ARCH_ELEMENT;contreforts
canons;ARCH_ELEMENT;canons
carpentry pieces;ARCH_ELEMENT;éléments de charpente
carpentry;ARCH_ELEMENT;charpente
Cast lead elements;ARCH_ELEMENT;éléments en plomb coulé
cathedral roof;ARCH_ELEMENT;toiture de cathédrale
cathedral roof northern side;ARCH_ELEMENT;flanc nord de la toiture de cathédrale
cathedrals;ARCH_ELEMENT;Cathédrales
cathedral's structural elements;ARCH_ELEMENT;éléments structurels de la cathédrale
Cell wall;ARCH_ELEMENT;paroi cellulaire
centering frames;ARCH_ELEMENT;échafaudages de centrage
central aisle;ARCH_ELEMENT;nave centrale
central oculus;ARCH_ELEMENT;oculus central
central vessel;ARCH_ELEMENT;vaisseau central
chain-links;ARCH_ELEMENT;maillons de chaîne
chancel;ARCH_ELEMENT;choeur
chapel;ARCH_ELEMENT;chapelle
chapels;ARCH_ELEMENT;chapelles
Chapels’ walls;ARCH_ELEMENT;murs des chapelles
charred oak trusses;ARCH_ELEMENT;fermes en chêne carbonisées
charred wood;ARCH_ELEMENT;bois carbonisé
Chequered cornice;ARCH_ELEMENT;corniche damassée
Chevet;ARCH_ELEMENT;chevet
chimera;ARCH_ELEMENT;chimère
Choir;ARCH_ELEMENT;chœur
choir apse;ARCH_ELEMENT;abside du choeur
choir arch;ARCH_ELEMENT;arc du choeur
choir door;ARCH_ELEMENT;porte du choeur
choir frame;ARCH_ELEMENT;cadre du choeur
choir organ;ARCH_ELEMENT;orgue du choeur
choir rafter;ARCH_ELEMENT;chevron du choeur
choir stalls;ARCH_ELEMENT;stalles du choeur
Choir timber frames;ARCH_ELEMENT;charpentes en bois du choeur
Choir vaults;ARCH_ELEMENT;voûtes du choeur
choir's hips;ARCH_ELEMENT;faîtes du choeur
chorus;ARCH_ELEMENT;chœur
circular profiles;ARCH_ELEMENT;profils circulaires
clamping keys;ARCH_ELEMENT;clefs de serrage
claw;ARCH_ELEMENT;griffe
Clear-wood boards;ARCH_ELEMENT;planches d'essence claire
cloister;ARCH_ELEMENT;cloître
clôture;ARCH_ELEMENT;clôture
collapsed arch;ARCH_ELEMENT;arc effondré
collapsed transverse arch;ARCH_ELEMENT;arc transversal effondré
collapsed vaults;ARCH_ELEMENT;voûtes effondrées
collar ties;ARCH_ELEMENT;entraits de faîtage
collections;ARCH_ELEMENT;collections
colored borders;ARCH_ELEMENT;bordures colorées
column abacuses;ARCH_ELEMENT;abacus de colonne
columns;ARCH_ELEMENT;colonnes
complex timber frame;ARCH_ELEMENT;charpente en bois complexe
components;ARCH_ELEMENT;composants
compression ring;ARCH_ELEMENT;anneau de compression
Concrete beams;ARCH_ELEMENT;poutres en béton
concrete slab keystone;ARCH_ELEMENT;clé de voûte en béton
concrete slab;ARCH_ELEMENT;plaque de béton
constituent elements;ARCH_ELEMENT;éléments constitutifs
container;ARCH_ELEMENT;conteneur
copper rain;ARCH_ELEMENT;pluie de cuivre
cores;ARCH_ELEMENT;cœurs
corner;ARCH_ELEMENT;angle
cover plates;ARCH_ELEMENT;plaques de couverture
Cramps;ARCH_ELEMENT;écrans
crane;ARCH_ELEMENT;grue
Creep;ARCH_ELEMENT;fluage
Cresting;ARCH_ELEMENT;faîte
cross of the transept;ARCH_ELEMENT;croix du transept
Cross severing the dead branches;ARCH_ELEMENT;croix tranchant les branches mortes
cross;ARCH_ELEMENT;croix
crossing;ARCH_ELEMENT;croisement
crossing vault;ARCH_ELEMENT;voûte d'intersection
cross-sections;ARCH_ELEMENT;coupes transversales
Crypte;ARCH_ELEMENT;crypte
cubic notches;ARCH_ELEMENT;entailles cubiques
cutouts;ARCH_ELEMENT;découpages
decoration;ARCH_ELEMENT;décoration
decorative crestings;ARCH_ELEMENT;crêtes décoratives
décors;ARCH_ELEMENT;décors
description of medieval panel roofing;ARCH_ELEMENT;description de la charpente panneautée médiévale
Description of Middle ages framework;ARCH_ELEMENT;description du cadre médiéval
diagonals;ARCH_ELEMENT;diagonales
diamond-shaped glass panels;ARCH_ELEMENT;panneaux vitrés en forme de losange
dining hall;ARCH_ELEMENT;salle à manger
disappeared frameworks;ARCH_ELEMENT;charpentes disparues
dormer windows;ARCH_ELEMENT;fenêtres en lucarne
dormitory;ARCH_ELEMENT; dortoir
double bays;ARCH_ELEMENT;baies doubles
double straight notches;ARCH_ELEMENT;entailles droites doubles
double straight notches;ARCH_ELEMENT;entailles droites doubles
double-bay;ARCH_ELEMENT;baie double
dovetail notches;ARCH_ELEMENT;entailles en queue d'aronde
Dowel;ARCH_ELEMENT;tenon rond
drilled core spire;ARCH_ELEMENT;flèche à noyau perforé
Dry sawn timber;ARCH_ELEMENT;bois scié sec
eagle lectern;ARCH_ELEMENT;pupitre en forme d'aigle
east transverse arch;ARCH_ELEMENT;arc transversal est
eaves;ARCH_ELEMENT;bordures de toit
eaves walls;ARCH_ELEMENT;murs sous les bordures de toit
Eaves-bearing walls;ARCH_ELEMENT;murs porteurs de corniche
